Cloudlet ID,STATUS,Data center ID,VM ID,Time,Start Time,Finish Time,,Cloudlet ID,STATUS,Data center ID,VM ID,Time,Start Time,Finish Time
14591,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14592,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14593,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14596,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14597,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14598,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14602,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14603,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14604,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14606,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14607,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14608,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14609,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14610,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14611,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14613,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14614,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14615,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14616,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14617,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14618,SUCCESS,2,186,1179,0.1,1179.1,,,,,,,,
14776,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14777,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14778,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14779,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14781,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14782,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14783,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14784,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14785,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14787,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14788,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14789,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14790,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14791,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14792,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14793,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14794,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14795,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14797,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14798,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14799,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14800,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14801,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14802,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14803,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14804,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14805,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14806,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14810,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14811,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14812,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14813,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14814,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14816,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14818,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14819,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14820,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14821,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14822,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14823,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14825,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14826,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14827,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14829,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14830,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14831,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14832,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14833,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14835,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14837,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14838,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14841,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14842,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14843,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14844,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14845,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14846,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14847,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14848,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14849,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14850,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
14851,SUCCESS,2,189,1179,0.1,1179.1,,,,,,,,
15167,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15168,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15169,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15170,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15171,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15172,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15174,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15176,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15177,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15178,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15179,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15180,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15181,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15182,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15184,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15185,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15189,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15190,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15191,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15192,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15193,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15194,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15196,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15197,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15198,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15199,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15200,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15202,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15203,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15204,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15205,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15206,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15207,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15208,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15209,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15210,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15212,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15213,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15214,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15219,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15220,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15221,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15222,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15223,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15224,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15226,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15227,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15229,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15230,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15231,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15232,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15234,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15235,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15236,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15237,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15238,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15239,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15240,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15241,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15242,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15243,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15244,SUCCESS,2,194,1179,0.1,1179.1,,,,,,,,
15873,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15875,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15876,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15877,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15878,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15879,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15880,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15881,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15882,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15884,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15885,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15886,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15888,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15890,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15891,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15892,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15894,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15895,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15896,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15897,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15898,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15899,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15901,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15902,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15903,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15904,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15905,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15906,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15908,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15909,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15911,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15912,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15913,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15915,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15916,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15917,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15919,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15920,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15921,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15923,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15925,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15926,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15928,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15929,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15930,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15931,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15932,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15933,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15935,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15936,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15938,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15939,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15940,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15941,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15942,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15943,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15944,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15945,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15946,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15947,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15948,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
15949,SUCCESS,2,203,1179,0.1,1179.1,,,,,,,,
17281,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17282,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17283,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17284,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17285,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17286,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17288,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17290,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17291,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17292,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17293,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17294,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17295,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17296,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17297,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17299,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17300,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17301,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17302,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17303,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17304,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17306,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17307,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17309,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17312,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17313,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17314,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17315,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17316,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17317,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17318,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17320,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17321,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17322,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17323,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17324,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17325,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17326,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17327,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17328,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17330,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17331,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17332,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17333,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17334,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17336,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17337,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17338,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17340,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17341,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17342,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17344,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17345,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17346,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17349,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17350,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17351,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17352,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17353,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17356,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17357,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17358,SUCCESS,2,221,1179,0.1,1179.1,,,,,,,,
17360,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17361,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17362,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17363,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17364,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17365,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17366,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17367,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17368,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17369,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17370,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17371,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17373,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17374,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17375,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17376,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17377,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17378,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17379,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17381,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17382,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17383,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17384,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17386,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17388,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17389,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17391,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17392,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17393,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17394,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17395,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17396,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17398,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17399,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17400,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17401,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17403,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17404,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17405,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17406,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17407,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17408,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17410,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17411,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17412,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17413,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17414,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17415,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17416,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17420,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17421,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17422,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17423,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17424,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17427,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17429,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17431,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17432,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17433,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17434,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17435,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
17437,SUCCESS,2,222,1179,0.1,1179.1,,,,,,,,
18299,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18300,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18301,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18303,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18304,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18306,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18308,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18310,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18311,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18312,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18313,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18314,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18315,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18316,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18318,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18319,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18320,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18321,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18322,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18323,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18324,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18325,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18327,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18330,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18331,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18333,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18334,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18336,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18337,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18338,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18339,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18340,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18341,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18342,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18343,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18344,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18345,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18346,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18347,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18348,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18350,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18352,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18353,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18355,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18356,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18357,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18358,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18359,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18360,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18361,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18363,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18364,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18365,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18367,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18368,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18369,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18370,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18372,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18373,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18374,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18375,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18376,SUCCESS,2,234,1179,0.1,1179.1,,,,,,,,
18770,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
18771,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
18774,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
18775,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
18776,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
18777,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
18778,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
18779,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
18780,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
18781,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
18783,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
18784,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
18785,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
18788,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
18789,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
18790,SUCCESS,2,240,1179,0.1,1179.1,,,,,,,,
